source,question_id,subject,question,question_type,answer_options,num_options,question_length
Pew_American_Trends_Panel_disagreement_500.csv,338,Media,How much do you agree or disagree with the following statement? The main reason why I shared news and information that I knew at the time was made-up was because I wanted to create a discussion about it.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,203
Pew_American_Trends_Panel_disagreement_500.csv,339,Media,How much do you agree or disagree with the following statement? The main reason why I shared news and information that I knew at the time was made-up was because I wanted to tell others it was inaccurate.,Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,204
Pew_American_Trends_Panel_disagreement_500.csv,340,Media,How much made-up news and information do you think is created about entertainment and celebrities topics?,Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,105
Pew_American_Trends_Panel_disagreement_500.csv,341,Media,How much made-up news and information do you think is created about science and technology topics?,Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,98
Pew_American_Trends_Panel_disagreement_500.csv,342,Media,How much made-up news and information do you think is created about Health and medicine topics?,Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,95
Pew_American_Trends_Panel_disagreement_500.csv,345,Media,how big of a problem is too much news to keep up with when it comes to how the public stays informed about the basic facts of current issues and events?,Problem,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all']",4,152
Pew_American_Trends_Panel_disagreement_500.csv,346,Media,how big of a problem is journalists inserting their own views when it comes to how the public stays informed about the basic facts of current issues and events?,Problem,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all']",4,160
Pew_American_Trends_Panel_disagreement_500.csv,347,Media,How big of a problem do you think political divides are in addressing made-up news and information?,Problem,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all']",4,99
Pew_American_Trends_Panel_disagreement_500.csv,351,Trust & Fear,"As far as you know, how much of what you do online or on your cellphone is being tracked by advertisers, technology firms or other companies?",Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,141
Pew_American_Trends_Panel_disagreement_500.csv,352,Trust & Fear,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?",Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,166
Pew_American_Trends_Panel_disagreement_500.csv,353,Trust & Fear,"How concerned are you, if at all, about how companies are using the data they collect about you?",Concern,"['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned']",4,96
Pew_American_Trends_Panel_disagreement_500.csv,362,Politics & Government,How much government regulation of what companies can do with their customers' personal information do you think there should be?,Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,128
Pew_American_Trends_Panel_disagreement_500.csv,365,General Opinion,Do you think the following uses of data/information are acceptable or unacceptable? Makers of a fitness tracking app sharing their users' data with medical researchers seeking to better understand the link between exercise and heart disease,Acceptance,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",4,240
Pew_American_Trends_Panel_disagreement_500.csv,366,Politics & Government,"How much, if at all, do you trust the following groups to use facial recognition technology responsibly? Law enforcement agencies",Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,129
Pew_American_Trends_Panel_disagreement_500.csv,369,General Opinion,"In general, how important, if at all, is being married in order for a man to live a fulfilling life?",Importance,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",4,100
Pew_American_Trends_Panel_disagreement_500.csv,370,General Opinion,"In general, how important, if at all, is having children in order for a man to live a fulfilling life?",Importance,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",4,102
Pew_American_Trends_Panel_disagreement_500.csv,371,General Opinion,"In general, how important, if at all, is being married in order for a woman to live a fulfilling life?",Importance,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",4,102
Pew_American_Trends_Panel_disagreement_500.csv,372,General Opinion,"In general, how important, if at all, is having children in order for a woman to live a fulfilling life?",Importance,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",4,104
Pew_American_Trends_Panel_disagreement_500.csv,373,General Opinion,Do you think it is ever acceptable for an unmarried couple to live together?,Acceptance,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable']",4,76
Pew_American_Trends_Panel_disagreement_500.csv,374,General Opinion,"How positive or negative would you say your view of allowing unmarried couples to enter into legal agreements that would give them the same rights as married couples when it comes to things like health insurance, inheritance or tax benefits is?",PositiveNegative,"['Very positive', 'Mostly positive', 'Neither positive nor negative', 'Mostly negative', 'Very negative']",5,244
Pew_American_Trends_Panel_disagreement_500.csv,375,General Opinion,"How important, if at all, do you think it is for a person to buy a house before getting married?",Importance,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",4,96
Pew_American_Trends_Panel_disagreement_500.csv,376,General Opinion,"If a person decides to move in with a partner without being married, how important, if at all, do you think it is for that person to buy a house before moving in with their partner?",Importance,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",4,181
Pew_American_Trends_Panel_disagreement_500.csv,411,Politics & Government,How important should the following be for the federal government to address? Reducing illegal immigration,Importance,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",4,105
Pew_American_Trends_Panel_disagreement_500.csv,412,Politics & Government,How important should the following be for the federal government to address? Reducing economic inequality,Importance,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",4,105
Pew_American_Trends_Panel_disagreement_500.csv,413,Politics & Government,How important should the following be for the federal government to address? Addressing climate change,Importance,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",4,102
Pew_American_Trends_Panel_disagreement_500.csv,414,Politics & Government,How important should the following be for the federal government to address? Reducing gun violence,Importance,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important']",4,98
Pew_American_Trends_Panel_disagreement_500.csv,415,Economy & Work,"Thinking about the nation's economy, would you rate economic conditions in this country today are good or bad?",GoodOrBad,"['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad']",4,110
Pew_American_Trends_Panel_disagreement_500.csv,416,Economy & Work,"How much, if at all, do you think the cost of health care is contributing to your opinion about how the economy is doing?",Quantity,"['A lot', 'A fair amount', 'Not too much', 'None at all']",4,121
Pew_American_Trends_Panel_disagreement_500.csv,422,Economy & Work,"How much do you agree or disagree with the following statement? Thinking about the level of economic inequality in the country these days, there is too much economic inequality.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,177
Pew_American_Trends_Panel_disagreement_500.csv,423,Economy & Work,"How much do you agree or disagree with the following statement? Thinking about the level of economic inequality in the country these days, there is too little economic inequality.",Agreement,"['Fully agree', 'Somewhat agree', 'Somewhat disagree', 'Fully disagree']",4,179
